seriesid,studyid,studyid2,pkgid,pubdate,title,authors,corearea,status,top10
prj,548,prj548,210548008,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548009,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548010,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548011,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548012,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548013,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548014,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548015,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548016,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548017,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548018,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548019,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548020,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548021,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548022,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548023,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548024,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548025,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548026,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548027,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548028,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548029,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548030,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: 30-minute summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548031,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548032,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548033,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548034,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548035,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548036,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548037,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548038,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548039,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548040,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548041,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548042,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548043,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548044,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548045,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548046,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548047,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548048,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548049,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548050,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548051,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548052,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548053,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548054,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548055,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548056,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548057,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548058,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548059,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548060,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548061,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548062,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548063,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548064,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548065,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548066,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548067,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548068,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548069,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548070,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548071,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548072,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548073,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548074,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548075,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548076,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548077,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548078,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548079,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548080,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548081,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548082,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548083,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548084,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548085,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548086,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548087,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 12 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548088,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548089,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548090,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,548,prj548,210548091,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548092,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548093,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548094,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548095,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548096,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548097,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 8 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548098,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 9 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548099,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 10 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548100,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 11 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548101,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 13 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548102,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 14 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548103,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 15 meteorological station: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,574,prj574,210574001,2022,"Daily phenocam image data and derived timeseries for global change experiments at the Jornada Basin LTER site, 2014-2020","Currier, Courtney;Sala, Osvaldo E",Primary production,core,Y
prj,574,prj574,210574002,2022,"Observed phenological indicators and environmental drivers at global change experiments at the Jornada Basin LTER site, 2014-2020","Currier, Courtney;Sala, Osvaldo E",Primary production,core,Y
prj,586,prj586,210586001,2023,"Soil and foliar carbon and nitrogen content and stable isotope ratios from rainfall manipulation experiments at the Jornada Basin LTER, 2011-2020","Currier, Courtney;Reichmann, Lara;Sala, Osvaldo E",Inorganic matter cycling,,
prj,586,prj586,210586002,2023,Dataset and analyses for publication entitled: “Acclimation of the nitrogen cycle to changes in precipitation”,"Currier, Courtney;Reichmann, Lara;Sala, Osvaldo E",Inorganic matter cycling,,
